time_s,speed_mps,diverter_position,entry_sensor,position_sensor,exit_sensor,motor_feedback,sort_request,conveyor_motor,diverter_extend,diverter_retract,alarm,mode,state,run_latched,fault_latched,estop_latched,fault_id,fault_message,product_count,cycle_count,scan_count,scan_period_s
1.75,0.7942350875150644,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,36,0.05
1.8,0.7950586464414838,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,37,0.05
1.85,0.7957645540927004,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,38,0.05
1.9,0.7963696177937433,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,39,0.05
1.95,0.7968882438232086,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,40,0.05
2.0,0.7973327804198931,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,41,0.05
2.05,0.7977138117884798,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,42,0.05
2.1,0.7980404101044113,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,43,0.05
2.15,0.7983203515180668,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,44,0.05
2.2,0.7985603013012001,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,45,0.05
2.25,0.7987659725438858,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,46,0.05
2.3,0.7989422621804736,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,47,0.05
2.35,0.7990933675832631,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,48,0.05
2.4,0.7992228864999398,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,49,0.05
2.45,0.7993339027142341,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,50,0.05
2.5,0.7994290594693435,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,51,0.05
2.55,0.7995106224022944,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,52,0.05
2.6,0.799580533487681,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,53,0.05
2.65,0.7996404572751551,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,54,0.05
2.7,0.7996918205215615,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,55,0.05
2.75,0.7997358461613384,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,56,0.05
2.8,0.7997735824240043,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,57,0.05
2.85,0.7998059277920037,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,58,0.05
2.9,0.799833652393146,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,59,0.05
2.95,0.7998574163369823,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,60,0.05
3.0,0.7998777854316991,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,61,0.05
3.05,0.799895244655742,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,62,0.05
3.1,0.7999102097049218,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,63,0.05
3.15,0.7999230368899329,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,64,0.05
3.2,0.7999340316199425,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,65,0.05
3.25,0.7999434556742364,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,66,0.05
3.3,0.7999515334350598,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,67,0.05
3.35,0.7999584572300512,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,68,0.05
3.4,0.7999643919114725,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,69,0.05
3.45,0.7999694787812621,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,70,0.05
3.5,0.7999738389553676,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,71,0.05
3.55,0.7999775762474579,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,72,0.05
3.6,0.7999807796406783,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,73,0.05
3.65,0.7999835254062957,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,74,0.05
3.7,0.799985878919682,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,75,0.05
3.75,0.7999878962168703,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,76,0.05
3.8,0.799989625328746,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,77,0.05
3.85,0.7999911074246394,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,78,0.05
3.9,0.7999923777925481,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,79,0.05
3.95,0.7999934666793269,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,80,0.05
4.0,0.7999944000108516,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,81,0.05
4.05,0.7999952000093015,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,82,0.05
4.1,0.7999958857222584,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,83,0.05
4.15,0.7999964734762215,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,84,0.05
4.2,0.7999969772653327,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,85,0.05
4.25,0.7999974090845708,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,86,0.05
4.3,0.7999977792153464,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,87,0.05
4.35,0.799998096470297,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,88,0.05
4.4,0.7999983684031117,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,89,0.05
4.45,0.7999986014883814,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,90,0.05
4.5,0.7999988012757555,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,91,0.05
4.55,0.7999989725220762,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,92,0.05
4.6,0.7999991193046367,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,93,0.05
4.65,0.79999924511826,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,94,0.05
4.7,0.7999993529585087,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,95,0.05
4.75,0.7999994453930074,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,96,0.05
4.8,0.7999995246225777,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,97,0.05
4.85,0.7999995925336381,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,98,0.05
4.9,0.7999996507431183,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,99,0.05
4.95,0.7999997006369586,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,100,0.05
5.0,0.7999997434031073,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,101,0.05
5.05,0.7999997800598063,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,102,0.05
5.1,0.799999811479834,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,103,0.05
5.15,0.7999998384112863,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,104,0.05
5.2,0.7999998614953883,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,105,0.05
5.25,0.7999998812817614,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,106,0.05
5.3,0.7999998982415097,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,107,0.05
5.35,0.799999912778437,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,108,0.05
5.4,0.7999999252386603,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,109,0.05
5.45,0.7999999359188517,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,110,0.05
5.5,0.7999999450733014,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,111,0.05
5.55,0.7999999529199726,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,112,0.05
5.6,0.7999999596456908,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,113,0.05
5.65,0.7999999654105922,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,114,0.05
5.7,0.7999999703519362,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,115,0.05
5.75,0.7999999745873738,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,116,0.05
5.8,0.799999978217749,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,117,0.05
5.85,0.7999999813294992,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,118,0.05
5.9,0.7999999839967137,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,119,0.05
5.95,0.7999999862828975,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,120,0.05
6.0,0.7999999882424835,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,121,0.05
6.05,0.7999999899221287,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,122,0.05
6.1,0.7999999913618246,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,123,0.05
6.15,0.7999999925958498,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,124,0.05
6.2,0.7999999936535855,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,125,0.05
6.25,0.7999999945602162,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,126,0.05
6.3,0.7999999953373281,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,127,0.05
6.35,0.7999999960034241,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,128,0.05
6.4,0.7999999965743635,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,129,0.05
6.45,0.7999999970637401,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,130,0.05
6.5,0.7999999974832058,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,131,0.05
6.55,0.7999999978427479,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,132,0.05
6.6,0.7999999981509268,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,133,0.05
6.65,0.7999999984150802,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,134,0.05
6.7,0.7999999986414973,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,135,0.05
6.75,0.7999999988355692,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,136,0.05
6.8,0.7999999990019164,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,137,0.05
6.85,0.7999999991444998,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,138,0.05
6.9,0.7999999992667142,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,139,0.05
6.95,0.7999999993714693,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,140,0.05
7.0,0.7999999994612593,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,141,0.05
7.05,0.7999999995382223,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,142,0.05
7.1,0.7999999996041905,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,143,0.05
7.15,0.7999999996607348,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,144,0.05
7.2,0.7999999997092012,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,145,0.05
7.25,0.7999999997507439,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,146,0.05
7.3,0.799999999786352,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,147,0.05
7.35,0.7999999998168731,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,148,0.05
7.4,0.799999999843034,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,149,0.05
7.45,0.7999999998654578,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,150,0.05
7.5,0.7999999998846781,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,151,0.05
7.55,0.7999999999011527,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,152,0.05
7.6,0.7999999999152737,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,153,0.05
7.65,0.7999999999273775,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,154,0.05
7.7,0.7999999999377522,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,155,0.05
7.75,0.7999999999466447,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,156,0.05
7.8,0.799999999954267,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,157,0.05
7.85,0.7999999999608003,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,158,0.05
7.9,0.7999999999664003,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,159,0.05
7.95,0.7999999999712002,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,160,0.05
8.0,0.7999999999753145,0.0,False,False,False,True,True,True,False,True,False,AUTOMATIC,PRODUCT_DETECTED,True,False,False,,,0,0,161,0.05
8.05,0.799999999978841,0.0,False,True,False,True,True,True,False,True,False,AUTOMATIC,POSITIONING,True,False,False,,,0,0,162,0.05
8.1,0.7999999999818637,0.25,False,True,False,True,True,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,163,0.05
8.15,0.7999999999844546,0.4375,False,True,False,True,True,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,164,0.05
8.2,0.7999999999866754,0.578125,False,True,False,True,True,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,165,0.05
8.25,0.7999999999885788,0.68359375,False,True,False,True,True,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,166,0.05
8.3,0.7999999999902104,0.7626953125,False,True,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,167,0.05
8.35,0.799999999991609,0.822021484375,False,True,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,168,0.05
8.4,0.7999999999928077,0.86651611328125,False,True,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,169,0.05
8.45,0.7999999999938352,0.8998870849609375,False,True,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,170,0.05
8.5,0.7999999999947159,0.9249153137207031,False,True,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,171,0.05
8.55,0.7999999999954708,0.9436864852905273,False,True,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,172,0.05
8.6,0.7999999999961178,0.9577648639678955,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,173,0.05
8.65,0.7999999999966724,0.9683236479759216,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,174,0.05
8.7,0.7999999999971478,0.9762427359819412,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,175,0.05
8.75,0.7999999999975552,0.9821820519864559,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,176,0.05
8.8,0.7999999999979045,0.9866365389898419,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,177,0.05
8.85,0.7999999999982038,0.9899774042423815,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,178,0.05
8.9,0.7999999999984604,0.9924830531817861,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,179,0.05
8.95,0.7999999999986803,0.9943622898863396,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,180,0.05
9.0,0.7999999999988688,0.9957717174147547,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,181,0.05
9.05,0.7999999999990305,0.996828788061066,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,182,0.05
9.1,0.799999999999169,0.9976215910457995,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,183,0.05
9.15,0.7999999999992877,0.9982161932843496,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,184,0.05
9.2,0.7999999999993895,0.9986621449632622,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,185,0.05
9.25,0.7999999999994768,0.9989966087224467,False,False,False,True,False,True,True,False,False,AUTOMATIC,SORTING,True,False,False,,,0,0,186,0.05
